Mon Sep  5 04:00:00 UTC 2022 | FAIL
Mon Sep  5 04:16:30 UTC 2022 | 11.325 ms
Mon Sep  5 04:16:31 UTC 2022 | 11.834 ms
Mon Sep  5 04:16:32 UTC 2022 | 11.967 ms
Mon Sep  5 04:16:33 UTC 2022 | 12.005 ms
Mon Sep  5 04:16:34 UTC 2022 | 12.156 ms
Mon Sep  5 04:16:35 UTC 2022 | 12.206 ms
Mon Sep  5 04:16:36 UTC 2022 | 14.296 ms
Mon Sep  5 04:16:38 UTC 2022 | 17.167 ms
Mon Sep  5 04:16:39 UTC 2022 | 11.529 ms
Mon Sep  5 04:16:40 UTC 2022 | 57.596 ms
Mon Sep  5 04:16:41 UTC 2022 | 11.929 ms
Mon Sep  5 04:16:42 UTC 2022 | 12.062 ms
Mon Sep  5 04:16:43 UTC 2022 | 13.032 ms
Mon Sep  5 04:16:44 UTC 2022 | 32.645 ms
Mon Sep  5 04:16:45 UTC 2022 | 13.045 ms
Mon Sep  5 04:16:46 UTC 2022 | 202.037 ms
Mon Sep  5 04:16:47 UTC 2022 | 11.869 ms
Mon Sep  5 04:16:48 UTC 2022 | 12.044 ms
Mon Sep  5 04:16:49 UTC 2022 | 33.164 ms
Mon Sep  5 04:16:50 UTC 2022 | 13.245 ms
Mon Sep  5 04:16:51 UTC 2022 | 13.190 ms
Mon Sep  5 04:16:52 UTC 2022 | 11.919 ms
Mon Sep  5 04:16:53 UTC 2022 | 11.449 ms
Mon Sep  5 04:16:55 UTC 2022 | 12.125 ms
Mon Sep  5 04:16:56 UTC 2022 | 11.819 ms
Mon Sep  5 04:16:57 UTC 2022 | 19.900 ms
Mon Sep  5 04:16:58 UTC 2022 | 2002.368 ms
Mon Sep  5 04:17:01 UTC 2022 | 11.905 ms
Mon Sep  5 04:17:02 UTC 2022 | 44.826 ms
Mon Sep  5 04:17:03 UTC 2022 | 11.707 ms
Mon Sep  5 04:17:04 UTC 2022 | 11.702 ms
Mon Sep  5 04:17:05 UTC 2022 | 30.057 ms
Mon Sep  5 04:17:06 UTC 2022 | 12.157 ms
Mon Sep  5 04:17:07 UTC 2022 | 12.291 ms
Mon Sep  5 04:17:08 UTC 2022 | 11.584 ms
Mon Sep  5 04:17:09 UTC 2022 | 11.527 ms
Mon Sep  5 04:17:10 UTC 2022 | 150.946 ms
Mon Sep  5 04:17:11 UTC 2022 | 13.131 ms
Mon Sep  5 04:17:12 UTC 2022 | 11.733 ms
Mon Sep  5 04:17:13 UTC 2022 | 13.056 ms
Mon Sep  5 04:17:14 UTC 2022 | 13.273 ms
Mon Sep  5 04:17:16 UTC 2022 | 11.780 ms
Mon Sep  5 04:17:17 UTC 2022 | 13.178 ms
Mon Sep  5 04:17:18 UTC 2022 | 14.409 ms
Mon Sep  5 04:17:19 UTC 2022 | 12.976 ms
Mon Sep  5 04:17:20 UTC 2022 | 13.050 ms
Mon Sep  5 04:17:21 UTC 2022 | 12.736 ms
Mon Sep  5 04:17:22 UTC 2022 | 13.074 ms
Mon Sep  5 04:17:23 UTC 2022 | 12.088 ms
Mon Sep  5 04:17:24 UTC 2022 | 12.773 ms
Mon Sep  5 04:17:25 UTC 2022 | 16.585 ms
Mon Sep  5 04:17:26 UTC 2022 | 13.929 ms
Mon Sep  5 04:17:27 UTC 2022 | 13.149 ms
Mon Sep  5 04:17:28 UTC 2022 | 12.600 ms
Mon Sep  5 04:17:29 UTC 2022 | 12.277 ms
Mon Sep  5 04:17:30 UTC 2022 | 12.424 ms
Mon Sep  5 04:17:31 UTC 2022 | 12.222 ms
Mon Sep  5 04:17:32 UTC 2022 | 12.722 ms
Mon Sep  5 04:17:33 UTC 2022 | 12.019 ms
Mon Sep  5 04:17:34 UTC 2022 | 12.527 ms
Mon Sep  5 04:17:35 UTC 2022 | 12.849 ms
Mon Sep  5 04:17:37 UTC 2022 | 11.902 ms
Mon Sep  5 04:17:38 UTC 2022 | 12.888 ms
Mon Sep  5 04:17:39 UTC 2022 | 12.676 ms
Mon Sep  5 04:17:40 UTC 2022 | 13.185 ms
Mon Sep  5 04:17:41 UTC 2022 | 12.685 ms
Mon Sep  5 04:17:42 UTC 2022 | 11.749 ms
Mon Sep  5 04:17:43 UTC 2022 | 12.755 ms
Mon Sep  5 04:17:44 UTC 2022 | 13.809 ms
Mon Sep  5 04:17:45 UTC 2022 | 11.786 ms
Mon Sep  5 04:17:46 UTC 2022 | 12.382 ms
Mon Sep  5 04:17:47 UTC 2022 | 13.212 ms
Mon Sep  5 04:17:48 UTC 2022 | 12.167 ms
Mon Sep  5 04:17:49 UTC 2022 | 12.787 ms
Mon Sep  5 04:17:50 UTC 2022 | 11.728 ms
Mon Sep  5 04:17:51 UTC 2022 | 12.748 ms
Mon Sep  5 04:17:52 UTC 2022 | 12.623 ms
Mon Sep  5 04:17:53 UTC 2022 | 12.098 ms
Mon Sep  5 04:17:54 UTC 2022 | 12.149 ms
Mon Sep  5 04:17:55 UTC 2022 | 12.373 ms
Mon Sep  5 04:17:56 UTC 2022 | 13.532 ms
Mon Sep  5 04:17:57 UTC 2022 | 12.253 ms
Mon Sep  5 04:17:59 UTC 2022 | 12.263 ms
Mon Sep  5 04:18:00 UTC 2022 | 12.726 ms
Mon Sep  5 04:18:01 UTC 2022 | 12.782 ms
Mon Sep  5 04:18:02 UTC 2022 | 64.725 ms
Mon Sep  5 04:18:03 UTC 2022 | 12.727 ms
Mon Sep  5 04:18:04 UTC 2022 | 12.368 ms
Mon Sep  5 04:18:05 UTC 2022 | 13.062 ms
Mon Sep  5 04:18:06 UTC 2022 | 13.110 ms
Mon Sep  5 04:18:07 UTC 2022 | 11.803 ms
Mon Sep  5 04:18:08 UTC 2022 | 12.382 ms
Mon Sep  5 04:18:09 UTC 2022 | 12.220 ms
Mon Sep  5 04:18:10 UTC 2022 | 12.719 ms
Mon Sep  5 04:18:11 UTC 2022 | 12.468 ms
Mon Sep  5 04:18:12 UTC 2022 | 12.797 ms
Mon Sep  5 04:18:13 UTC 2022 | 12.371 ms
Mon Sep  5 04:18:14 UTC 2022 | 13.139 ms
Mon Sep  5 04:18:15 UTC 2022 | 12.032 ms
Mon Sep  5 04:18:16 UTC 2022 | 12.142 ms
Mon Sep  5 04:18:17 UTC 2022 | 11.909 ms
Mon Sep  5 04:18:18 UTC 2022 | 12.572 ms
Mon Sep  5 04:18:19 UTC 2022 | 12.647 ms
Mon Sep  5 04:18:20 UTC 2022 | 13.600 ms
Mon Sep  5 04:18:22 UTC 2022 | 12.064 ms
Mon Sep  5 04:18:23 UTC 2022 | 12.659 ms
Mon Sep  5 04:18:24 UTC 2022 | 11.815 ms
Mon Sep  5 04:18:25 UTC 2022 | 12.268 ms
Mon Sep  5 04:18:26 UTC 2022 | 12.461 ms
Mon Sep  5 04:18:27 UTC 2022 | 19.705 ms
Mon Sep  5 04:18:28 UTC 2022 | 12.539 ms
Mon Sep  5 04:18:29 UTC 2022 | 12.518 ms
Mon Sep  5 04:18:30 UTC 2022 | 12.040 ms
Mon Sep  5 04:18:31 UTC 2022 | 12.028 ms
Mon Sep  5 04:18:32 UTC 2022 | 12.544 ms
Mon Sep  5 04:18:33 UTC 2022 | 12.411 ms
Mon Sep  5 04:18:34 UTC 2022 | 11.837 ms
Mon Sep  5 04:18:35 UTC 2022 | 12.330 ms
Mon Sep  5 04:18:36 UTC 2022 | 11.666 ms
Mon Sep  5 04:18:37 UTC 2022 | 12.278 ms
Mon Sep  5 04:18:38 UTC 2022 | 12.544 ms
Mon Sep  5 04:18:39 UTC 2022 | 12.327 ms
Mon Sep  5 04:18:40 UTC 2022 | 12.585 ms
Mon Sep  5 04:18:41 UTC 2022 | 12.475 ms
Mon Sep  5 04:18:42 UTC 2022 | 13.089 ms
Mon Sep  5 04:18:43 UTC 2022 | 12.641 ms
Mon Sep  5 04:18:44 UTC 2022 | 11.637 ms
Mon Sep  5 04:18:46 UTC 2022 | 12.774 ms
Mon Sep  5 04:18:47 UTC 2022 | 11.810 ms
Mon Sep  5 04:18:48 UTC 2022 | 12.189 ms
Mon Sep  5 04:18:49 UTC 2022 | 13.254 ms
Mon Sep  5 04:18:50 UTC 2022 | 119.183 ms
Mon Sep  5 04:18:51 UTC 2022 | 12.402 ms
Mon Sep  5 04:18:52 UTC 2022 | 35.505 ms
Mon Sep  5 04:18:53 UTC 2022 | 13.428 ms
Mon Sep  5 04:18:54 UTC 2022 | 12.905 ms
Mon Sep  5 04:18:55 UTC 2022 | 11.659 ms
Mon Sep  5 04:18:56 UTC 2022 | 13.033 ms
Mon Sep  5 04:18:57 UTC 2022 | 12.892 ms
Mon Sep  5 04:18:58 UTC 2022 | 12.006 ms
Mon Sep  5 04:18:59 UTC 2022 | 12.246 ms
Mon Sep  5 04:19:00 UTC 2022 | 12.431 ms
Mon Sep  5 04:19:01 UTC 2022 | 11.966 ms
Mon Sep  5 04:19:02 UTC 2022 | 11.930 ms
Mon Sep  5 04:19:03 UTC 2022 | 12.482 ms
Mon Sep  5 04:19:04 UTC 2022 | 12.189 ms
Mon Sep  5 04:19:05 UTC 2022 | 12.989 ms
Mon Sep  5 04:19:07 UTC 2022 | 12.820 ms
Mon Sep  5 04:19:08 UTC 2022 | 13.187 ms
Mon Sep  5 04:19:09 UTC 2022 | 12.179 ms
Mon Sep  5 04:19:10 UTC 2022 | 12.615 ms
Mon Sep  5 04:19:11 UTC 2022 | 12.389 ms
Mon Sep  5 04:19:12 UTC 2022 | 13.211 ms
Mon Sep  5 04:19:13 UTC 2022 | 12.527 ms
Mon Sep  5 04:19:14 UTC 2022 | 11.824 ms
Mon Sep  5 04:19:15 UTC 2022 | 12.136 ms
Mon Sep  5 04:19:16 UTC 2022 | 12.281 ms
Mon Sep  5 04:19:17 UTC 2022 | 13.114 ms
Mon Sep  5 04:19:18 UTC 2022 | 14.767 ms
Mon Sep  5 04:19:19 UTC 2022 | 12.318 ms
Mon Sep  5 04:19:20 UTC 2022 | 13.193 ms
Mon Sep  5 04:19:21 UTC 2022 | 11.990 ms
Mon Sep  5 04:19:22 UTC 2022 | 12.961 ms
Mon Sep  5 04:19:23 UTC 2022 | 12.569 ms
Mon Sep  5 04:19:24 UTC 2022 | 12.818 ms
Mon Sep  5 04:19:25 UTC 2022 | 14.444 ms
Mon Sep  5 04:19:26 UTC 2022 | 12.611 ms
Mon Sep  5 04:19:27 UTC 2022 | 11.927 ms
Mon Sep  5 04:19:28 UTC 2022 | 12.371 ms
Mon Sep  5 04:19:30 UTC 2022 | 12.607 ms
Mon Sep  5 04:19:31 UTC 2022 | 12.356 ms
Mon Sep  5 04:19:32 UTC 2022 | 11.801 ms
Mon Sep  5 04:19:33 UTC 2022 | 12.789 ms
Mon Sep  5 04:19:34 UTC 2022 | 12.273 ms
Mon Sep  5 04:19:35 UTC 2022 | 11.950 ms
Mon Sep  5 04:19:36 UTC 2022 | 13.519 ms
Mon Sep  5 04:19:37 UTC 2022 | 13.013 ms
Mon Sep  5 04:19:38 UTC 2022 | 12.789 ms
Mon Sep  5 04:19:39 UTC 2022 | 12.146 ms
Mon Sep  5 04:19:40 UTC 2022 | 13.691 ms
Mon Sep  5 04:19:41 UTC 2022 | 12.520 ms
Mon Sep  5 04:19:42 UTC 2022 | 12.376 ms
Mon Sep  5 04:19:43 UTC 2022 | 12.251 ms
Mon Sep  5 04:19:44 UTC 2022 | 12.152 ms
Mon Sep  5 04:19:45 UTC 2022 | 35.228 ms
Mon Sep  5 04:19:46 UTC 2022 | 12.062 ms
Mon Sep  5 04:19:47 UTC 2022 | 15.797 ms
Mon Sep  5 04:19:48 UTC 2022 | 12.330 ms
Mon Sep  5 04:19:49 UTC 2022 | 12.015 ms
Mon Sep  5 04:19:50 UTC 2022 | 12.936 ms
Mon Sep  5 04:19:51 UTC 2022 | 12.470 ms
Mon Sep  5 04:19:53 UTC 2022 | 12.602 ms
Mon Sep  5 04:19:54 UTC 2022 | 13.138 ms
Mon Sep  5 04:19:55 UTC 2022 | 11.839 ms
Mon Sep  5 04:19:56 UTC 2022 | 12.899 ms
Mon Sep  5 04:19:57 UTC 2022 | 12.887 ms
Mon Sep  5 04:19:58 UTC 2022 | 12.683 ms
Mon Sep  5 04:19:59 UTC 2022 | 12.642 ms
Mon Sep  5 04:20:00 UTC 2022 | 12.597 ms
Mon Sep  5 04:20:01 UTC 2022 | 59.771 ms
Mon Sep  5 04:20:02 UTC 2022 | 12.733 ms
Mon Sep  5 04:20:03 UTC 2022 | 20.549 ms
Mon Sep  5 04:20:04 UTC 2022 | 24.256 ms
Mon Sep  5 04:20:05 UTC 2022 | 12.274 ms
Mon Sep  5 04:20:06 UTC 2022 | 19.773 ms
Mon Sep  5 04:20:07 UTC 2022 | 12.379 ms
Mon Sep  5 04:20:08 UTC 2022 | 11.912 ms
Mon Sep  5 04:20:09 UTC 2022 | 12.652 ms
Mon Sep  5 04:20:10 UTC 2022 | 12.363 ms
Mon Sep  5 04:20:11 UTC 2022 | 12.109 ms
Mon Sep  5 04:20:12 UTC 2022 | 12.956 ms
Mon Sep  5 04:20:13 UTC 2022 | 13.208 ms
Mon Sep  5 04:20:14 UTC 2022 | 12.320 ms
Mon Sep  5 04:20:16 UTC 2022 | 12.457 ms
Mon Sep  5 04:20:17 UTC 2022 | 12.185 ms
Mon Sep  5 04:20:18 UTC 2022 | 13.107 ms
Mon Sep  5 04:20:19 UTC 2022 | 12.777 ms
Mon Sep  5 04:20:20 UTC 2022 | 13.235 ms
Mon Sep  5 04:20:21 UTC 2022 | 11.809 ms
Mon Sep  5 04:20:22 UTC 2022 | 12.624 ms
Mon Sep  5 04:20:23 UTC 2022 | 12.892 ms
Mon Sep  5 04:20:24 UTC 2022 | 12.524 ms
Mon Sep  5 04:20:25 UTC 2022 | 13.142 ms
Mon Sep  5 04:20:26 UTC 2022 | 11.990 ms
Mon Sep  5 04:20:27 UTC 2022 | 11.995 ms
Mon Sep  5 04:20:28 UTC 2022 | 14.168 ms
Mon Sep  5 04:20:29 UTC 2022 | 11.629 ms
Mon Sep  5 04:20:30 UTC 2022 | 12.591 ms
Mon Sep  5 04:20:31 UTC 2022 | 12.996 ms
Mon Sep  5 04:20:32 UTC 2022 | 12.059 ms
Mon Sep  5 04:20:33 UTC 2022 | 12.167 ms
Mon Sep  5 04:20:34 UTC 2022 | 12.937 ms
Mon Sep  5 04:20:35 UTC 2022 | 12.862 ms
Mon Sep  5 04:20:36 UTC 2022 | 12.248 ms
Mon Sep  5 04:20:37 UTC 2022 | 12.587 ms
Mon Sep  5 04:20:39 UTC 2022 | 13.267 ms
Mon Sep  5 04:20:40 UTC 2022 | 12.797 ms
Mon Sep  5 04:20:41 UTC 2022 | 13.156 ms
Mon Sep  5 04:20:42 UTC 2022 | 12.903 ms
Mon Sep  5 04:20:43 UTC 2022 | 15.044 ms
Mon Sep  5 04:20:44 UTC 2022 | 19.428 ms
Mon Sep  5 04:20:45 UTC 2022 | 12.080 ms
Mon Sep  5 04:20:46 UTC 2022 | 12.166 ms
Mon Sep  5 04:20:47 UTC 2022 | 12.602 ms
Mon Sep  5 04:20:48 UTC 2022 | 11.713 ms
Mon Sep  5 04:20:49 UTC 2022 | 12.980 ms
Mon Sep  5 04:20:50 UTC 2022 | 14.072 ms
Mon Sep  5 04:20:51 UTC 2022 | 12.511 ms
Mon Sep  5 04:20:52 UTC 2022 | 12.093 ms
Mon Sep  5 04:20:53 UTC 2022 | 14.283 ms
Mon Sep  5 04:20:54 UTC 2022 | 13.377 ms
Mon Sep  5 04:20:55 UTC 2022 | 13.010 ms
Mon Sep  5 04:20:56 UTC 2022 | 12.787 ms
Mon Sep  5 04:20:57 UTC 2022 | 12.490 ms
Mon Sep  5 04:20:58 UTC 2022 | 12.817 ms
Mon Sep  5 04:20:59 UTC 2022 | 12.530 ms
Mon Sep  5 04:21:00 UTC 2022 | 12.415 ms
Mon Sep  5 04:21:02 UTC 2022 | 13.494 ms
Mon Sep  5 04:21:03 UTC 2022 | 12.466 ms
Mon Sep  5 04:21:04 UTC 2022 | 12.657 ms
Mon Sep  5 04:21:05 UTC 2022 | 12.549 ms
Mon Sep  5 04:21:06 UTC 2022 | 11.668 ms
Mon Sep  5 04:21:07 UTC 2022 | 12.239 ms
Mon Sep  5 04:21:08 UTC 2022 | 12.064 ms
Mon Sep  5 04:21:09 UTC 2022 | 12.199 ms
Mon Sep  5 04:21:10 UTC 2022 | 12.723 ms
Mon Sep  5 04:21:11 UTC 2022 | 12.034 ms
Mon Sep  5 04:21:12 UTC 2022 | 11.815 ms
Mon Sep  5 04:21:13 UTC 2022 | 12.540 ms
Mon Sep  5 04:21:14 UTC 2022 | 12.976 ms
Mon Sep  5 04:21:15 UTC 2022 | 12.413 ms
Mon Sep  5 04:21:16 UTC 2022 | 11.804 ms
Mon Sep  5 04:21:17 UTC 2022 | 13.822 ms
Mon Sep  5 04:21:18 UTC 2022 | 13.318 ms
Mon Sep  5 04:21:19 UTC 2022 | 12.080 ms
Mon Sep  5 04:21:20 UTC 2022 | 12.108 ms
Mon Sep  5 04:21:21 UTC 2022 | 13.003 ms
Mon Sep  5 04:21:22 UTC 2022 | 12.158 ms
Mon Sep  5 04:21:23 UTC 2022 | 12.675 ms
Mon Sep  5 04:21:25 UTC 2022 | 12.476 ms
Mon Sep  5 04:21:26 UTC 2022 | 12.187 ms
Mon Sep  5 04:21:27 UTC 2022 | 12.404 ms
Mon Sep  5 04:21:28 UTC 2022 | 12.180 ms
Mon Sep  5 04:21:29 UTC 2022 | 13.058 ms
Mon Sep  5 04:21:30 UTC 2022 | 11.920 ms
Mon Sep  5 04:21:31 UTC 2022 | 13.333 ms
Mon Sep  5 04:21:32 UTC 2022 | 13.659 ms
Mon Sep  5 04:21:33 UTC 2022 | 13.142 ms
Mon Sep  5 04:21:34 UTC 2022 | 12.436 ms
Mon Sep  5 04:21:35 UTC 2022 | 12.374 ms
Mon Sep  5 04:21:36 UTC 2022 | 12.282 ms
Mon Sep  5 04:21:37 UTC 2022 | 12.366 ms
Mon Sep  5 04:21:38 UTC 2022 | 12.208 ms
Mon Sep  5 04:21:39 UTC 2022 | 12.591 ms
Mon Sep  5 04:21:40 UTC 2022 | 14.845 ms
Mon Sep  5 04:21:41 UTC 2022 | 11.913 ms
Mon Sep  5 04:21:42 UTC 2022 | 12.958 ms
Mon Sep  5 04:21:43 UTC 2022 | 12.626 ms
Mon Sep  5 04:21:44 UTC 2022 | 12.410 ms
Mon Sep  5 04:21:45 UTC 2022 | 12.690 ms
Mon Sep  5 04:21:46 UTC 2022 | 11.962 ms
Mon Sep  5 04:21:47 UTC 2022 | 14.563 ms
Mon Sep  5 04:21:49 UTC 2022 | 12.218 ms
Mon Sep  5 04:21:50 UTC 2022 | 12.434 ms
Mon Sep  5 04:21:51 UTC 2022 | 12.298 ms
Mon Sep  5 04:21:52 UTC 2022 | 12.053 ms
Mon Sep  5 04:21:53 UTC 2022 | 12.588 ms
Mon Sep  5 04:21:54 UTC 2022 | 12.878 ms
Mon Sep  5 04:21:55 UTC 2022 | 12.027 ms
Mon Sep  5 04:21:56 UTC 2022 | 12.991 ms
Mon Sep  5 04:21:57 UTC 2022 | 13.666 ms
Mon Sep  5 04:21:58 UTC 2022 | 13.006 ms
Mon Sep  5 04:21:59 UTC 2022 | 12.673 ms
Mon Sep  5 04:22:00 UTC 2022 | 12.365 ms
Mon Sep  5 04:22:01 UTC 2022 | 13.304 ms
Mon Sep  5 04:22:02 UTC 2022 | 12.373 ms
Mon Sep  5 04:22:03 UTC 2022 | 12.064 ms
Mon Sep  5 04:22:04 UTC 2022 | 12.796 ms
Mon Sep  5 04:22:05 UTC 2022 | 14.296 ms
Mon Sep  5 04:22:06 UTC 2022 | 12.549 ms
Mon Sep  5 04:22:07 UTC 2022 | 12.823 ms
Mon Sep  5 04:22:08 UTC 2022 | 86.004 ms
Mon Sep  5 04:22:10 UTC 2022 | 44.660 ms
Mon Sep  5 04:22:11 UTC 2022 | 12.641 ms
Mon Sep  5 04:22:12 UTC 2022 | 12.559 ms
Mon Sep  5 04:22:13 UTC 2022 | 12.215 ms
Mon Sep  5 04:22:14 UTC 2022 | 11.967 ms
Mon Sep  5 04:22:15 UTC 2022 | 13.410 ms
Mon Sep  5 04:22:16 UTC 2022 | 12.761 ms
Mon Sep  5 04:22:17 UTC 2022 | 12.095 ms
Mon Sep  5 04:22:18 UTC 2022 | 12.328 ms
Mon Sep  5 04:22:19 UTC 2022 | 12.969 ms
Mon Sep  5 04:22:20 UTC 2022 | 12.873 ms
Mon Sep  5 04:22:21 UTC 2022 | 12.302 ms
Mon Sep  5 04:22:22 UTC 2022 | 12.209 ms
Mon Sep  5 04:22:23 UTC 2022 | 12.850 ms
Mon Sep  5 04:22:24 UTC 2022 | 15.540 ms
Mon Sep  5 04:22:26 UTC 2022 | 13.027 ms
Mon Sep  5 04:22:27 UTC 2022 | 11.873 ms
Mon Sep  5 04:22:28 UTC 2022 | 15.065 ms
Mon Sep  5 04:22:29 UTC 2022 | 16.370 ms
Mon Sep  5 04:22:30 UTC 2022 | 12.658 ms
Mon Sep  5 04:22:31 UTC 2022 | 12.335 ms
Mon Sep  5 04:22:32 UTC 2022 | 12.701 ms
Mon Sep  5 04:22:33 UTC 2022 | 13.175 ms
Mon Sep  5 04:22:34 UTC 2022 | 12.066 ms
Mon Sep  5 04:22:35 UTC 2022 | 13.813 ms
Mon Sep  5 04:22:36 UTC 2022 | 19.579 ms
Mon Sep  5 04:22:37 UTC 2022 | 12.336 ms
Mon Sep  5 04:22:38 UTC 2022 | 11.884 ms
Mon Sep  5 04:22:39 UTC 2022 | 15.145 ms
Mon Sep  5 04:22:40 UTC 2022 | 12.968 ms
Mon Sep  5 04:22:41 UTC 2022 | 12.767 ms
Mon Sep  5 04:22:42 UTC 2022 | 12.649 ms
Mon Sep  5 04:22:43 UTC 2022 | 12.532 ms
Mon Sep  5 04:22:44 UTC 2022 | 49.801 ms
Mon Sep  5 04:22:45 UTC 2022 | 12.580 ms
Mon Sep  5 04:22:46 UTC 2022 | 75.172 ms
Mon Sep  5 04:22:48 UTC 2022 | 12.612 ms
Mon Sep  5 04:22:49 UTC 2022 | 12.340 ms
Mon Sep  5 04:22:50 UTC 2022 | 12.508 ms
Mon Sep  5 04:22:51 UTC 2022 | 21.207 ms
Mon Sep  5 04:22:52 UTC 2022 | 12.295 ms
Mon Sep  5 04:22:53 UTC 2022 | 12.115 ms
Mon Sep  5 04:22:54 UTC 2022 | 14.143 ms
Mon Sep  5 04:22:55 UTC 2022 | 12.968 ms
Mon Sep  5 04:22:56 UTC 2022 | 14.157 ms
Mon Sep  5 04:22:57 UTC 2022 | 12.838 ms
Mon Sep  5 04:22:58 UTC 2022 | 12.718 ms
Mon Sep  5 04:22:59 UTC 2022 | 15.001 ms
Mon Sep  5 04:23:00 UTC 2022 | 12.720 ms
Mon Sep  5 04:23:01 UTC 2022 | 12.955 ms
Mon Sep  5 04:23:02 UTC 2022 | 12.509 ms
Mon Sep  5 04:23:03 UTC 2022 | 11.869 ms
Mon Sep  5 04:23:04 UTC 2022 | 12.090 ms
Mon Sep  5 04:23:05 UTC 2022 | 12.960 ms
Mon Sep  5 04:23:06 UTC 2022 | 12.901 ms
Mon Sep  5 04:23:07 UTC 2022 | 11.858 ms
Mon Sep  5 04:23:08 UTC 2022 | 16.811 ms
Mon Sep  5 04:23:09 UTC 2022 | 12.581 ms
Mon Sep  5 04:23:11 UTC 2022 | 12.100 ms
Mon Sep  5 04:23:12 UTC 2022 | 11.888 ms
Mon Sep  5 04:23:13 UTC 2022 | 12.738 ms
Mon Sep  5 04:23:14 UTC 2022 | 14.304 ms
Mon Sep  5 04:23:15 UTC 2022 | 12.397 ms
Mon Sep  5 04:23:16 UTC 2022 | 13.579 ms
Mon Sep  5 04:23:17 UTC 2022 | 13.134 ms
Mon Sep  5 04:23:18 UTC 2022 | 15.870 ms
Mon Sep  5 04:23:19 UTC 2022 | 12.439 ms
Mon Sep  5 04:23:20 UTC 2022 | 13.726 ms
Mon Sep  5 04:23:21 UTC 2022 | 12.731 ms
Mon Sep  5 04:23:22 UTC 2022 | 12.175 ms
Mon Sep  5 04:23:23 UTC 2022 | 13.115 ms
Mon Sep  5 04:23:24 UTC 2022 | 11.902 ms
Mon Sep  5 04:23:25 UTC 2022 | 11.972 ms
Mon Sep  5 04:23:26 UTC 2022 | 13.016 ms
Mon Sep  5 04:23:27 UTC 2022 | 12.758 ms
Mon Sep  5 04:23:28 UTC 2022 | 12.036 ms
Mon Sep  5 04:23:29 UTC 2022 | 14.705 ms
Mon Sep  5 04:23:30 UTC 2022 | 12.864 ms
Mon Sep  5 04:23:31 UTC 2022 | 13.717 ms
Mon Sep  5 04:23:33 UTC 2022 | 13.093 ms
Mon Sep  5 04:23:34 UTC 2022 | 12.867 ms
Mon Sep  5 04:23:35 UTC 2022 | 12.710 ms
Mon Sep  5 04:23:36 UTC 2022 | 11.925 ms
Mon Sep  5 04:23:37 UTC 2022 | 29.454 ms
Mon Sep  5 04:23:38 UTC 2022 | 12.160 ms
Mon Sep  5 04:23:39 UTC 2022 | 12.362 ms
Mon Sep  5 04:23:40 UTC 2022 | 12.434 ms
Mon Sep  5 04:23:41 UTC 2022 | 12.318 ms
Mon Sep  5 04:23:42 UTC 2022 | 12.504 ms
Mon Sep  5 04:23:43 UTC 2022 | 58.201 ms
Mon Sep  5 04:23:44 UTC 2022 | 12.357 ms
Mon Sep  5 04:23:45 UTC 2022 | 12.191 ms
Mon Sep  5 04:23:46 UTC 2022 | 12.574 ms
Mon Sep  5 04:23:47 UTC 2022 | 12.393 ms
Mon Sep  5 04:23:48 UTC 2022 | 23.813 ms
Mon Sep  5 04:23:49 UTC 2022 | 12.669 ms
Mon Sep  5 04:23:50 UTC 2022 | 12.672 ms
Mon Sep  5 04:23:51 UTC 2022 | 12.488 ms
Mon Sep  5 04:23:52 UTC 2022 | 12.603 ms
Mon Sep  5 04:23:53 UTC 2022 | 14.483 ms
Mon Sep  5 04:23:54 UTC 2022 | 11.741 ms
Mon Sep  5 04:23:56 UTC 2022 | 12.200 ms
Mon Sep  5 04:23:57 UTC 2022 | 12.401 ms
Mon Sep  5 04:23:58 UTC 2022 | 12.690 ms
Mon Sep  5 04:23:59 UTC 2022 | 12.387 ms
Mon Sep  5 04:24:00 UTC 2022 | 12.809 ms
Mon Sep  5 04:24:01 UTC 2022 | 11.764 ms
Mon Sep  5 04:24:02 UTC 2022 | 12.928 ms
Mon Sep  5 04:24:03 UTC 2022 | 12.379 ms
Mon Sep  5 04:24:04 UTC 2022 | 12.646 ms
Mon Sep  5 04:24:05 UTC 2022 | 103.580 ms
Mon Sep  5 04:24:06 UTC 2022 | 81.395 ms
Mon Sep  5 04:24:07 UTC 2022 | 12.619 ms
Mon Sep  5 04:24:08 UTC 2022 | 13.699 ms
Mon Sep  5 04:24:09 UTC 2022 | 12.320 ms
Mon Sep  5 04:24:10 UTC 2022 | 12.306 ms
Mon Sep  5 04:24:11 UTC 2022 | 11.856 ms
Mon Sep  5 04:24:12 UTC 2022 | 12.585 ms
Mon Sep  5 04:24:13 UTC 2022 | 12.717 ms
Mon Sep  5 04:24:14 UTC 2022 | 12.699 ms
Mon Sep  5 04:24:16 UTC 2022 | 11.887 ms
Mon Sep  5 04:24:17 UTC 2022 | 12.250 ms
Mon Sep  5 04:24:18 UTC 2022 | 12.449 ms
Mon Sep  5 04:24:19 UTC 2022 | 12.538 ms
Mon Sep  5 04:24:20 UTC 2022 | 12.258 ms
Mon Sep  5 04:24:21 UTC 2022 | 13.054 ms
Mon Sep  5 04:24:22 UTC 2022 | 11.616 ms
Mon Sep  5 04:24:23 UTC 2022 | 14.628 ms
